Letter,Product Name,Link
A,ABAP,https://www.sap.com/uk/products/technology-platform/abap/environment.html
A,ABAP environments,https://www.sap.com/uk/products/technology-platform/abap.html
A,Advanced Event Mesh,https://www.sap.com/uk/products/technology-platform/integration-suite/advanced-event-mesh.html
A,AI Foundation,https://www.sap.com/uk/products/artificial-intelligence/ai-foundation-os.html
A,Career and Talent Development,https://www.sap.com/uk/products/hcm/career-talent-development.html
A,Guided buying,https://www.sap.com/uk/products/spend-management/procure-to-pay/features/guided-buying.html
A,Identity and Access Management,https://www.sap.com/uk/products/financial-management/identity-management.html
A,Joule,https://www.sap.com/uk/products/artificial-intelligence/ai-assistant.html
A,Joule Agents,https://www.sap.com/uk/products/artificial-intelligence/ai-agents.html
A,Joule for developers,https://www.sap.com/uk/products/artificial-intelligence/joule-for-developers.html
A,Joule Studio,https://www.sap.com/uk/products/artificial-intelligence/joule-studio.html
A,PLM System Integration,https://www.sap.com/uk/products/scm/plm-integration.html
A,PostgreSQL on SAP BTP - hyperscaler option,https://www.sap.com/uk/products/technology-platform/postgresql-on-sap-btp-hyperscaler-option.html
A,Procurement expansion package for SAP Cloud ERP | SAP Ariba,https://www.sap.com/uk/products/spend-management/procurement-expansion-package.html
A,Public Sector Procurement Solutions | SAP Ariba,https://www.sap.com/uk/products/spend-management/public-sector-procurement-solutions.html
A,RISE with SAP,https://www.sap.com/uk/products/erp/rise.html
A,SAP 3D Visual Enterprise,https://www.sap.com/uk/products/scm/product-visualization.html
A,SAP Absence and Leave Management,https://www.sap.com/uk/products/hcm/leave-absence-management.html
A,SAP Access Control,https://www.sap.com/uk/products/financial-management/access-control.html
A,SAP Access Violation Management by Pathlock,https://www.sap.com/uk/products/financial-management/access-violation-management.html
A,SAP Account Substantiation and Automation by BlackLine,https://www.sap.com/uk/products/financial-management/account-substantiation-automation-blackline.html
A,SAP Adaptive Server Enterprise,https://www.sap.com/uk/products/data-cloud/sybase-ase.html
A,SAP Advanced Data Migration and Management by Syniti,https://www.sap.com/uk/products/data-cloud/advanced-data-migration-software.html
A,SAP Advanced Financial Closing,https://www.sap.com/uk/products/financial-management/advanced-financial-closing.html
A,SAP Advanced Planning and Optimization,https://www.sap.com/uk/products/scm/advanced-planning-optimization.html
A,SAP Advanced Track and Trace for Pharmaceuticals on SAP S/4HANA,https://www.sap.com/uk/products/scm/track-trace-pharmaceuticals.html
A,SAP Agent Lifecycle Management,https://www.sap.com/uk/products/crm/agent-lifecycle-mgmt.html
A,SAP Agent Performance Management,https://www.sap.com/uk/products/crm/agent-performance-management.html
A,SAP Agricultural Contract Management,https://www.sap.com/uk/products/financial-management/agricultural-contract.html
A,SAP Agricultural Origination Portal,https://www.sap.com/uk/products/scm/agricultural-origination-portal.html
A,SAP Analytics Cloud,https://www.sap.com/uk/products/data-cloud/cloud-analytics.html
A,SAP Application Interface Framework,https://www.sap.com/uk/products/technology-platform/application-interface-mgmt.html
A,SAP Archiving and Document Access by OpenText,https://www.sap.com/uk/products/technology-platform/documents-access-archiving.html
A,SAP Ariba Buying and Invoicing,https://www.sap.com/uk/products/spend-management/procure-to-pay.html
A,SAP Ariba Catalog,https://www.sap.com/uk/products/spend-management/ariba-catalog.html
A,SAP Ariba Category Management,https://www.sap.com/uk/products/spend-management/category-management-software.html
A,SAP Ariba Central Procurement,https://www.sap.com/uk/products/spend-management/centralized-procurement.html
A,SAP Ariba Contracts,https://www.sap.com/uk/products/spend-management/contract-management-software.html
A,SAP Ariba Direct Materials Sourcing,https://www.sap.com/uk/products/spend-management/direct-procurement-software.html
A,SAP Ariba Invoice Management,https://www.sap.com/uk/products/spend-management/ariba-invoice-management.html
A,SAP Ariba Invoicing,https://www.sap.com/uk/products/spend-management/ariba-invoicing.html
A,SAP Ariba Snap,https://www.sap.com/uk/products/spend-management/ariba-snap.html
A,SAP Ariba Sourcing,https://www.sap.com/uk/products/spend-management/ariba-sourcing.html
A,SAP Ariba Supplier Lifecycle and Performance,https://www.sap.com/uk/products/spend-management/supplier-lifecycle.html
A,SAP Ariba Supplier Risk,https://www.sap.com/uk/products/spend-management/supplier-risk.html
A,SAP Asset Information Workbench,https://www.sap.com/uk/products/data-cloud/asset-information-workbench.html
A,SAP Asset Performance Management,https://www.sap.com/uk/products/scm/apm.html
A,SAP Audit Management,https://www.sap.com/uk/products/financial-management/audit-management.html
A,SAP Batch Release Hub for Life Sciences,https://www.sap.com/uk/products/scm/batch-release-hub.html
A,SAP Billing and Revenue Innovation Management,https://www.sap.com/uk/products/financial-management/billing-revenue-innovation-management.html
A,SAP Broker Reconciliation for Commodity Derivatives,https://www.sap.com/uk/products/financial-management/broker-reconciliation-commodity-derivatives.html
A,SAP Build,https://www.sap.com/uk/products/technology-platform/build.html
A,SAP Build Apps,https://www.sap.com/uk/products/technology-platform/low-code-app-builder.html
A,SAP Build Code,https://www.sap.com/uk/products/technology-platform/developer-tools.html
A,SAP Build Process Automation,https://www.sap.com/uk/products/technology-platform/process-automation.html
A,SAP Build Process Automation add-on by UiPath,https://www.sap.com/uk/products/technology-platform/process-automation-extensions.html
A,SAP Build Work Zone,https://www.sap.com/uk/products/technology-platform/workzone.html
A,SAP Business Application Studio,https://www.sap.com/uk/products/technology-platform/business-application-studio.html
A,SAP Business ByDesign,https://www.sap.com/uk/products/erp/business-bydesign.html
A,SAP Business Data Cloud,https://www.sap.com/uk/products/data-cloud.html
A,SAP Business Integrity Screening,https://www.sap.com/uk/products/financial-management/fraud-management.html
A,SAP Business Network Asset Collaboration,https://www.sap.com/uk/products/business-network/asset-collaboration.html
A,SAP Business Network Commerce Automation,https://www.sap.com/uk/products/business-network/commerce-automation.html
A,SAP Business Network Freight Collaboration,https://www.sap.com/uk/products/business-network/freight-collaboration.html
A,SAP Business Network Global Track and Trace,https://www.sap.com/uk/products/business-network/global-track-and-trace.html
A,SAP Business Network Material Traceability,https://www.sap.com/uk/products/business-network/material-traceability.html
A,SAP Business Network Planning Collaboration,https://www.sap.com/uk/products/business-network/planning-collaboration.html
A,SAP Business Network Supply Chain Collaboration,https://www.sap.com/uk/products/business-network/supply-chain-collaboration.html
A,SAP Business One,https://www.sap.com/uk/products/erp/business-one.html
A,SAP Business Planning and Consolidation,https://www.sap.com/uk/products/data-cloud/bpc.html
A,SAP BusinessObjects Business Intelligence,https://www.sap.com/uk/products/data-cloud/bi-platform.html
A,SAP Cash Application,https://www.sap.com/uk/products/financial-management/cash-application.html
A,SAP Central Finance Master Data Replication by insightsoftware,https://www.sap.com/uk/products/financial-management/central-finance-master-data.html
A,SAP Central Finance Transaction Replication by insightsoftware,https://www.sap.com/uk/products/financial-management/central-finance-transaction-replication.html
A,SAP Change Impact Analysis by Tricentis,https://www.sap.com/uk/products/technology-platform/change-impact-analysis.html
A,SAP Channel Program Management by Vistex,https://www.sap.com/uk/products/crm/channel-program-management.html
A,SAP Cloud Appliance Library,https://www.sap.com/uk/products/technology-platform/cloud-appliance-library.html
A,SAP Cloud ERP,https://www.sap.com/uk/products/erp/s4hana.html
A,SAP Cloud ERP Private,https://www.sap.com/uk/products/erp/s4hana-private-edition.html
A,SAP Cloud for Energy,https://www.sap.com/uk/products/scm/cloud-for-energy.html
A,SAP Cloud Identity Access Governance,https://www.sap.com/uk/products/financial-management/cloud-iam.html
A,SAP Commerce Cloud,https://www.sap.com/uk/products/crm/commerce-cloud.html
A,SAP Commerce Marketplace Management by Mirakl,https://www.sap.com/uk/products/crm/commerce-marketplace-management.html
A,SAP Commodity Management,https://www.sap.com/uk/products/scm/commodity-management.html
A,SAP Complaint Handling,https://www.sap.com/uk/products/scm/complaint-handling.html
A,SAP Content Management Core by OpenText | Content Management,https://www.sap.com/uk/products/technology-platform/content-management-core.html
A,SAP Content Stream by Skillsoft,https://www.sap.com/uk/products/hcm/content-stream-skillsoft.html
A,SAP Convergent Mediation by DigitalRoute,https://www.sap.com/uk/products/financial-management/convergent-mediation.html
A,SAP Corporate Serialization,https://www.sap.com/uk/products/scm/corporate-serialization.html
A,SAP CPQ,https://www.sap.com/uk/products/financial-management/cpq.html
A,SAP Crystal Reports,https://www.sap.com/uk/products/data-cloud/crystal-reports.html
A,SAP Crystal Server,https://www.sap.com/uk/products/data-cloud/crystal-server.html
A,SAP Crystal Solutions,https://www.sap.com/uk/products/data-cloud/crystal-bi.html
A,SAP Customer Activity Repository applications bundle,https://www.sap.com/uk/products/crm/customer-activity-repository.html
A,"SAP Customer Checkout, cloud edition",https://www.sap.com/uk/products/crm/pos-customer-checkout.html
A,SAP Customer Data Platform,https://www.sap.com/uk/products/data-cloud/customer-data-platform.html
A,SAP Customer Identity and Access Management,https://www.sap.com/uk/products/technology-platform/customer-identity.html
A,SAP Dairy Management by msg,https://www.sap.com/uk/products/scm/dairy-management.html
A,SAP Data Intelligence Cloud,https://www.sap.com/uk/products/data-cloud/data-intelligence.html
A,SAP Data Maintenance by Vistex,https://www.sap.com/uk/products/data-cloud/data-maintenance.html
A,"SAP Data Quality Management, microservices for location data",https://www.sap.com/uk/products/data-cloud/data-quality-management.html
A,SAP Data Services,https://www.sap.com/uk/products/data-cloud/data-services.html
A,SAP Datasphere,https://www.sap.com/uk/products/data-cloud/datasphere.html
A,SAP Deskless Worker Experience,https://www.sap.com/uk/products/hcm/deskless-worker-experience.html
A,SAP Digital Access,https://www.sap.com/uk/products/financial-management/digital-access.html
A,SAP Digital Asset Management Cloud by OpenText,https://www.sap.com/uk/products/crm/digital-asset-management.html
A,SAP Digital Manufacturing,https://www.sap.com/uk/products/scm/digital-manufacturing.html
A,SAP Digital Vehicle Suite,https://www.sap.com/uk/products/scm/digital-vehicle-suite.html
A,SAP Document AI,https://www.sap.com/uk/products/artificial-intelligence/ai-foundation-os/document-ai.html
A,SAP Document and Reporting Compliance,https://www.sap.com/uk/products/financial-management/document-reporting-compliance.html
A,"SAP Document and Reporting Compliance, cloud edition, starter option",https://www.sap.com/uk/products/financial-management/document-and-reporting-compliance-cloud-edition-starter-option.html
A,SAP Document Presentment by OpenText,https://www.sap.com/uk/products/technology-platform/document-presentment.html
A,SAP E-Mobility,https://www.sap.com/uk/products/scm/e-mobility.html
A,SAP Enable Now,https://www.sap.com/uk/products/hcm/enable-now.html
A,SAP Engagement Cloud,https://www.sap.com/uk/products/crm/engagement-cloud.html
A,SAP Engineering Control Center,https://www.sap.com/uk/products/scm/engineering-control-center.html
A,SAP Enterprise Continuous Testing by Tricentis,https://www.sap.com/uk/products/technology-platform/enterprise-continuous-testing.html
A,SAP Enterprise Data Integrity Testing by Tricentis,https://www.sap.com/uk/products/technology-platform/enterprise-data-testing.html
A,SAP Enterprise Performance Testing by Tricentis,https://www.sap.com/uk/products/technology-platform/enterprise-performance-testing.html
A,SAP Enterprise Portfolio and Project Management,https://www.sap.com/uk/products/scm/project-portfolio-management.html
A,SAP Enterprise Service Management,https://www.sap.com/uk/products/crm/enterprise-service-management.html
A,SAP Enterprise Threat Detection,https://www.sap.com/uk/products/financial-management/enterprise-threat-detection.html
A,SAP Entitlement Management,https://www.sap.com/uk/products/financial-management/entitlement-management.html
A,SAP ERP,https://www.sap.com/uk/products/erp/what-is-sap-erp.html
A,SAP Event Ticketing,https://www.sap.com/uk/products/crm/event-ticketing.html
A,SAP Excise Tax Management by Vistex,https://www.sap.com/uk/products/financial-management/excise-tax-management.html
A,SAP Extended Enterprise Content Management by OpenText,https://www.sap.com/uk/products/technology-platform/enterprise-content-management.html
A,SAP Extended Price Management by Vistex,https://www.sap.com/uk/products/crm/extended-price-management-by-vistex.html
A,SAP Extended Warehouse Management,https://www.sap.com/uk/products/scm/extended-warehouse-management.html
A,SAP Field Service Management,https://www.sap.com/uk/products/scm/field-service-management.html
A,SAP Fieldglass Contingent Workforce Management,https://www.sap.com/uk/products/hcm/contingent-workforce-management.html
A,SAP Fieldglass Services Procurement,https://www.sap.com/uk/products/spend-management/services-procurement.html
A,SAP Fieldglass Worker Profile Management,https://www.sap.com/uk/products/hcm/worker-profile-management.html
A,SAP Global Batch Traceability,https://www.sap.com/uk/products/scm/global-batch-traceability.html
A,SAP Global Trade Services,https://www.sap.com/uk/products/financial-management/global-trade-management.html
A,SAP Green Token,https://www.sap.com/uk/products/scm/green-token.html
A,SAP Grower Management for Perishables by Vistex,https://www.sap.com/uk/products/scm/grower-management-for-perishables.html
A,SAP HANA Cloud,https://www.sap.com/uk/products/data-cloud/hana.html
A,SAP Incentive Administration by Vistex,https://www.sap.com/uk/products/crm/incentive-administration.html
A,SAP Incentive Management,https://www.sap.com/uk/products/crm/incentive-compensation-management.html
A,SAP Information Lifecycle Management,https://www.sap.com/uk/products/technology-platform/information-lifecycle-management.html
A,SAP Information Steward,https://www.sap.com/uk/products/data-cloud/data-profiling-steward.html
A,SAP Integrated Business Planning,https://www.sap.com/uk/products/scm/integrated-business-planning.html
A,SAP Integrated Product Development,https://www.sap.com/uk/products/scm/integrated-product-development.html
A,SAP Integration Suite | Integration Software,https://www.sap.com/uk/products/technology-platform/integration-suite.html
A,SAP Intelligent Agriculture,https://www.sap.com/uk/products/scm/intelligent-agriculture.html
A,SAP Intelligent Clinical Supply Management,https://www.sap.com/uk/products/scm/intelligent-clinical-supply-management.html
A,SAP Intercompany Governance by BlackLine,https://www.sap.com/uk/products/financial-management/intercompany-governance-blackline.html
A,SAP Invoice Management by OpenText,https://www.sap.com/uk/products/financial-management/invoice-management.html
A,SAP IQ,https://www.sap.com/uk/products/data-cloud/sybase-iq-big-data-management.html
A,SAP Joule for Consultants,https://www.sap.com/uk/products/artificial-intelligence/ai-assistant/sap-consulting-capability.html
A,SAP Knowledge Central by NICE,https://www.sap.com/uk/products/crm/knowledge-management.html
A,SAP Knowledge Graph,https://www.sap.com/uk/products/artificial-intelligence/ai-foundation-os/knowledge-graph.html
A,SAP Landscape Transformation,https://www.sap.com/uk/products/data-cloud/landscape-transformation.html
A,SAP Landscape Transformation Replication Server,https://www.sap.com/uk/products/data-cloud/landscape-replication-server.html
A,SAP LeanIX,https://www.sap.com/uk/products/business-transformation-management/enterprise-architecture-management.html
A,SAP Linear Asset Management,https://www.sap.com/uk/products/scm/linear-asset-management.html
A,SAP Management of Change,https://www.sap.com/uk/products/scm/management-of-change-moc.html
A,SAP Market Rates Management,https://www.sap.com/uk/products/financial-management/market-rates-management.html
A,SAP Master Data Governance,https://www.sap.com/uk/products/data-cloud/master-data-governance.html
A,"SAP Master Data Governance, EAM extension",https://www.sap.com/uk/products/data-cloud/master-data-governance-eam.html
A,"SAP Master Data Governance, retail and fashion management extension",https://www.sap.com/uk/products/data-cloud/master-data-governance-fashion-retail.html
A,SAP Meat and Fish Management by msg,https://www.sap.com/uk/products/scm/management-meat-fish.html
A,SAP Multi-Bank Connectivity,https://www.sap.com/uk/products/financial-management/multi-bank-connectivity.html
A,SAP Omnichannel Promotion Pricing,https://www.sap.com/uk/products/crm/omnichannel-promotion-pricing.html
A,SAP Omnichannel Sales Transfer and Audit,https://www.sap.com/uk/products/crm/omnichannel-sales-transfer-and-audit.html
A,SAP Order Management for sourcing and availability,https://www.sap.com/uk/products/crm/sourcing-and-availability.html
A,SAP Order Management foundation,https://www.sap.com/uk/products/crm/order-management-system.html
A,SAP Paybacks and Chargebacks by Vistex,https://www.sap.com/uk/products/crm/paybacks-chargebacks.html
A,SAP Price Staging Hub by Vistex,https://www.sap.com/uk/products/financial-management/price-staging-hub.html
A,SAP Process Control,https://www.sap.com/uk/products/financial-management/internal-control.html
A,SAP Product and Process Governance by BDF,https://www.sap.com/uk/products/scm/product-and-process-governance.html
A,SAP Product Lifecycle Costing,https://www.sap.com/uk/products/scm/product-lifecycle-costing.html
A,SAP Profitability and Performance Management,https://www.sap.com/uk/products/financial-management/profitability-and-performance-management.html
A,SAP Project and Resource Management,https://www.sap.com/uk/products/scm/project-resource-management.html
A,SAP Recommerce,https://www.sap.com/uk/products/crm/recommerce.html
A,SAP Replication Server,https://www.sap.com/uk/products/data-cloud/data-replication-integration.html
A,SAP Responsible Design and Production,https://www.sap.com/uk/products/scm/responsible-design-and-production.html
A,SAP Revenue Growth Management,https://www.sap.com/uk/products/crm/revenue-growth-management.html
A,SAP Rights and Royalty Management by Vistex,https://www.sap.com/uk/products/financial-management/ip-rights-and-royalty-management.html
A,SAP Risk and Assurance Management,https://www.sap.com/uk/products/financial-management/financial-compliance-management.html
A,SAP Risk Management,https://www.sap.com/uk/products/financial-management/risk-management.html
A,SAP Rural Sourcing Management,https://www.sap.com/uk/products/scm/agriculture-supply-chain-mgmt.html
A,SAP S/4HANA Asset Management for resource scheduling,https://www.sap.com/uk/products/scm/resource-scheduling.html
A,SAP S/4HANA Cloud for advanced payment mgt.,https://www.sap.com/uk/products/financial-management/advanced-payment-management.html
A,SAP S/4HANA Cloud for cash management,https://www.sap.com/uk/products/financial-management/cash-management.html
A,SAP S/4HANA Cloud for central finance,https://www.sap.com/uk/products/financial-management/central-finance.html
A,SAP S/4HANA Cloud for contract accounting and invoicing,https://www.sap.com/uk/products/financial-management/cloud-accounting-invoicing.html
A,SAP S/4HANA Cloud for EHS workplace safety,https://www.sap.com/uk/products/scm/safety-management-software.html
A,SAP S/4HANA Cloud for receivables mgt.,https://www.sap.com/uk/products/financial-management/accounts-receivable-automation.html
A,SAP S/4HANA Cloud for treasury and risk management,https://www.sap.com/uk/products/financial-management/treasury-risk-management.html
A,SAP S/4HANA Finance for group reporting,https://www.sap.com/uk/products/financial-management/s4hana-financial-consolidation.html
A,SAP S/4HANA for advanced ATP,https://www.sap.com/uk/products/scm/aatp.html
A,"SAP S/4HANA for contract, lease, and real estate mgt.",https://www.sap.com/uk/products/financial-management/real-estate-management.html
A,SAP S/4HANA for fashion and vertical business,https://www.sap.com/uk/products/scm/s4hana-fashion.html
A,SAP S/4HANA for product compliance,https://www.sap.com/uk/products/scm/product-compliance.html
A,SAP S/4HANA for Spatial Asset Management,https://www.sap.com/uk/products/scm/spatial-asset-management.html
A,SAP S/4HANA Manufacturing for planning and scheduling,https://www.sap.com/uk/products/scm/manufacturing-for-planning-and-scheduling.html
A,SAP S/4HANA Manufacturing solutions,https://www.sap.com/uk/products/scm/s4hana-manufacturing-solutions.html
A,SAP S/4HANA Retail for merchandise management,https://www.sap.com/uk/products/scm/retail-merchandise-mgmt.html
A,SAP S/4HANA Supply Chain for extended service parts planning,https://www.sap.com/uk/products/scm/extended-service-parts-planning.html
A,SAP Sales Cloud,https://www.sap.com/uk/products/crm/sales-cloud.html
A,SAP Secure Login Service,https://www.sap.com/uk/products/financial-management/secure-login-service-for-gui.html
A,SAP Self-Service Accelerator for Utilities by SEW,https://www.sap.com/uk/products/crm/self-service-accelerator.html
A,SAP Service and Asset Manager,https://www.sap.com/uk/products/scm/asset-manager.html
A,SAP Service Cloud,https://www.sap.com/uk/products/crm/service-cloud.html
A,SAP Single Sign-On,https://www.sap.com/uk/products/financial-management/single-sign-on-solution.html
A,SAP Solution Sales Configuration,https://www.sap.com/uk/products/financial-management/solution-sales-configuration.html
A,SAP Sovereign Cloud,https://www.sap.com/uk/products/security-and-sovereignty.html
A,SAP Sports One,https://www.sap.com/uk/products/data-cloud/sports-one.html
A,SAP SQL Anywhere,https://www.sap.com/uk/products/data-cloud/sql-anywhere.html
A,SAP Student Lifecycle Management for SAP S/4HANA Cloud Private Edition,https://www.sap.com/uk/products/erp/student-lifecycle-management-for-sap-s4hana-cloud-private-edition.html
A,SAP Subscription Billing,https://www.sap.com/uk/products/financial-management/subscription-billing.html
A,SAP SuccessFactors Compensation,https://www.sap.com/uk/products/hcm/compensation-management.html
A,SAP SuccessFactors Document Management,https://www.sap.com/uk/products/hcm/intelligent-document-management.html
A,SAP SuccessFactors Employee Central,https://www.sap.com/uk/products/hcm/employee-central-hris.html
A,SAP SuccessFactors Employee Central Payroll,https://www.sap.com/uk/products/hcm/employee-central-payroll.html
A,SAP SuccessFactors Enterprise Service Management,https://www.sap.com/uk/products/hcm/enterprise-service-management.html
A,SAP SuccessFactors Learning,https://www.sap.com/uk/products/hcm/corporate-lms.html
A,SAP SuccessFactors Onboarding,https://www.sap.com/uk/products/hcm/employee-onboarding.html
A,SAP SuccessFactors Performance & Goals,https://www.sap.com/uk/products/hcm/performance-goals.html
A,SAP SuccessFactors Talent Management,https://www.sap.com/uk/products/hcm/talent-management.html
A,SAP SuccessFactors Time Tracking,https://www.sap.com/uk/products/hcm/employee-time-tracking-software.html
A,SAP SuccessFactors Work Zone,https://www.sap.com/uk/products/hcm/workzone-hr.html
A,SAP Sustainability Control Tower,https://www.sap.com/uk/products/scm/sustainability-control-tower.html
A,SAP Sustainability Data Exchange,https://www.sap.com/uk/products/business-network/sustainability-data-exchange.html
A,SAP Territory and Quota,https://www.sap.com/uk/products/crm/territory-and-quota.html
A,SAP Test Automation by Tricentis,https://www.sap.com/uk/products/technology-platform/test-automation.html
A,SAP Time and Attendance Management,https://www.sap.com/uk/products/hcm/time-attendance-management-by-workforce.html
A,SAP Trade Management,https://www.sap.com/uk/products/crm/trade-management.html
A,SAP Transportation Management,https://www.sap.com/uk/products/scm/transportation-logistics.html
A,SAP U.S. Benefits Administration by Benefitfocus,https://www.sap.com/uk/products/hcm/benefits-management.html
A,SAP User Experience Management by Knoa,https://www.sap.com/uk/products/hcm/knoa-user-experience.html
A,SAP Utilities Core foundation,https://www.sap.com/uk/products/technology-platform/utilities-core-foundation.html
A,SAP Variant Configuration and Pricing,https://www.sap.com/uk/products/crm/variant-configuration-and-pricing.html
A,SAP Vendor Program Management by Vistex,https://www.sap.com/uk/products/crm/vendor-program-management.html
A,SAP Watch List Screening,https://www.sap.com/uk/products/financial-management/watch-list-screening.html
A,SAP Workforce Forecasting and Scheduling by WorkForce Software,https://www.sap.com/uk/products/hcm/workforce-forecasting-scheduling.html
A,SAP Yard Logistics,https://www.sap.com/uk/products/scm/yard-logistics.html
A,SmartRecruiters for SAP SuccessFactors,https://www.sap.com/uk/products/hcm/recruiting-software.html
A,Spend Analytics Software,https://www.sap.com/uk/products/spend-management/spend-analytics-software.html
A,Spot Buy Capability,https://www.sap.com/uk/products/spend-management/procure-to-pay/features/spot-buy.html
A,Total Workforce Management,https://www.sap.com/uk/products/hcm/total-workforce-management.html
A,UI data protection logging,https://www.sap.com/uk/products/financial-management/ui-data-protection-logging.html
A,UI data protection masking,https://www.sap.com/uk/products/financial-management/ui-data-protection-masking.html
A,WalkMe for SAP SuccessFactors HCM,https://www.sap.com/uk/products/hcm/walkme.html
A,WalkMe Premium for SAP CX,https://www.sap.com/uk/products/crm/walkme.html
